name,category,lat,lon
Tentacool,fast_food,43.6138434,3.8791064
Full G,bar,43.6136576,3.8791115
Business Class,fast_food,43.6135965,3.8799611
GlouGlou,bar,43.6137043,3.880127
El Tipico,restaurant,43.6131466,3.879169
,vacant,43.6130897,3.8794543
Wasabi Sushi,fast_food,43.6130644,3.8793782
Tabac Presse,newsagent,43.6128757,3.879241
,vacant,43.6127648,3.8792171
Kumulus Vape,e-cigarette,43.6126237,3.8791875
Le Manneken,restaurant,43.6125874,3.879183
Tamata Tattoo,tattoo,43.6125289,3.8791809
The best shawarma,fast_food,43.6124662,3.8791787
Pizza street,fast_food,43.6122289,3.879182
Hérauts d'un Soir,games,43.6118625,3.8791034
Crazy Shop,clothes,43.6118005,3.8790741
Ooh la Miss !,clothes,43.6117185,3.8790207
El Chivito,restaurant,43.6124247,3.8791806
Regal Kebab,fast_food,43.6123738,3.8791828
L'Arganier,restaurant,43.6123278,3.8791802
Le raffiné,restaurant,43.6122299,3.8792704
Damaë,jewelry,43.6111471,3.8785432
La Quintessence (Herboristerie),chemist,43.6110445,3.8784674
Supernova,jewelry;piercing,43.6109834,3.8784024
Ethnic's,clothes,43.6108916,3.878272
La Boutique de Lisa,gift,43.6114144,3.878619
Low Brow Tatoo,tattoo,43.6112171,3.8787938
Vean tatoo,tattoo,43.6113826,3.8787324
Mikey Roses,clothes,43.6113304,3.8788189
Steelbox (Piercing),tattoo,43.6112904,3.8788699
Smok'shop,e-cigarette,43.6116885,3.8789992
High Society,cannabis,43.6115108,3.8788556
Artisanat Exotique,furniture,43.611468,3.8788337
Tui,travel_agency,43.6107298,3.8780348
Ky,clothes,43.6106074,3.877864
Les Copines,fast_food,43.6105268,3.8777726
Chef Jean,fast_food,43.6104607,3.8776932
Arcanes Photographie,photo,43.6103727,3.8776118
Sneakers'Feel,clothes,43.6105696,3.8778157
Le Tire Bouchon,restaurant,43.6101765,3.8777447
Café Z,cafe,43.6101376,3.8778948
Café Joseph,cafe,43.6101143,3.8780022
Brasserie Régis,restaurant,43.6101027,3.878104
Circus Bar,pub,43.6100222,3.8783915
L'Aveyronnais,restaurant,43.609836,3.8768505
À l'Origine,restaurant,43.6099188,3.87674
Sushi Shop,fast_food,43.609979,3.8766238
Le Mustang,bar,43.6100462,3.876526
Yzatis,hairdresser,43.6098586,3.8771707
Romy Café,cafe,43.6098242,3.8771161
L'Épicerie Italienne Albert,deli,43.6096341,3.8770613
Arezzo,restaurant,43.6097644,3.8769357
Sansoni,greengrocer,43.6102768,3.8767236
Les Clairs Monts,greengrocer,43.6102249,3.876799
Fromagerie Bou,cheese,43.6102086,3.8768275
Terres d'Occitanie,greengrocer,43.6101726,3.8768883
Chez Danielle,seafood,43.6101429,3.8769344
Hélène Jean,florist,43.6103259,3.8766142
Charcuterie Picard,butcher,43.6102949,3.8766489
Menu (Boucherie Chevaline),butcher,43.610322,3.876686
Le Bouquet des Saveurs,deli,43.6102698,3.8767688
MO Joaillier,jewelry,43.6108525,3.8749337
Eden Park,clothes,43.6108716,3.8747222
Artisans du Monde,convenience,43.610736,3.8749525
My Cupcake by Lila,cafe,43.610669,3.8750705
Gérard Darel,clothes,43.6108366,3.875527
Quartier Libre,restaurant,43.6106534,3.8755117
Devernois,clothes,43.6108405,3.8753419
Le Creuset,houseware,43.6108515,3.8751979
Zapa,clothes,43.6108622,3.8750369
Weill,clothes,43.610824,3.8756973
Minute et Seconde (Horlogerie),jewelry,43.6108963,3.8744594
Agnès B.,clothes,43.6108711,3.8743185
Folie Douce (Lingerie),clothes,43.6109581,3.8738116
Dessange,hairdresser,43.6109813,3.8735394
L'art du Soin,beauty,43.6114362,3.8746149
La Suite,hairdresser,43.61173,3.8737057
Le Panier d'Aimé,deli,43.6115921,3.8736179
Have A Nice Day,clothes,43.6113354,3.8734835
Les Toiles du Soleil,interior_decoration,43.6113705,3.8750431
Numismatique Antiquités,furniture,43.6113369,3.8752206
Fleur Par Nature,florist,43.6114265,3.87468
Tapissier Décorateur C. Laborie,fabric,43.6114133,3.8747423
La Morue,restaurant,43.6113503,3.8753969
,bicycle_parking,43.6330743,3.9160375
Véloparc Occitanie,bicycle_parking,43.6346896,3.8489555
Occitanie,bicycle_rental,43.6342524,3.849135
Euromédecine,bicycle_rental,43.639124,3.8282138
Plan Cabanes,bicycle_rental,43.60835,3.868638
Le Bar-Bar,bar,43.6113818,3.8755027
L'Entretemps,restaurant,43.6114653,3.8754204
Green Gorilla,restaurant,43.6115013,3.8754035
Le Sheri's,restaurant,43.6127553,3.879116
Map Map,fast_food,43.612707,3.8791156
Café Arcade,bar,43.6126358,3.879096
So What,clothes,43.6125132,3.8790824
10 4 68,tattoo,43.6131134,3.8796404
Apothicaire,bar,43.613231,3.8797343
Les Petits Siamois,restaurant,43.6133408,3.8798373
Popular Brewing,pub,43.6134358,3.8799476
Thaï'n House,restaurant,43.6136705,3.8789827
Le Grillardin,restaurant,43.6132019,3.8788389
Duo Restaurant,restaurant,43.6131396,3.8789354
You You,beauty,43.6139921,3.8790044
Alif tandori,restaurant,43.6137975,3.8790015
Tandoori,fast_food,43.6137425,3.878992
Frip Sap,clothes,43.6123843,3.8790767
Chez Théo,cafe,43.612233,3.8790833
Le Bistrok,restaurant,43.6121195,3.8790897
Victoria Fashion,shoes,43.6120581,3.8790689
Intemporelle,beauty,43.6119743,3.8790468
Mezzanine,cafe,43.6118046,3.8789942
Madagascar'Arts,interior_decoration,43.6117576,3.8789604
Nemo,books,43.6116207,3.878849
Pomme d'Api,toys,43.6115636,3.8787928
Pomme de Reinette,toys,43.6115088,3.8787425
Steelbox,jewelry,43.6113085,3.8785429
La broche d'eugenie,fashion_accessories,43.6113605,3.8785814
Muyaka,clothes,43.6110867,3.8783699
Code Barre,clothes,43.6108609,3.878073
Magazine is back,clothes,43.6107872,3.8781149
Mod's Hair,hairdresser,43.6108063,3.8778633
Eden Park,clothes,43.6106385,3.8777247
Coiffure Roland,hairdresser,43.6109602,3.8782276
Cigaverte,tobacco,43.6108942,3.8781304
Le Chabaneau,bar,43.6114105,3.8760715
Balthazar,restaurant,43.6114343,3.8761613
Thomas Cook Voyages,travel_agency,43.6115745,3.8763191
La Raffinerie,bar,43.6116747,3.8762811
Studio Philatélique,philately,43.6115334,3.8753699
Karlina. F,hairdresser,43.6113915,3.8755993
Mamy Grand,fashion_accessories,43.6114064,3.8756587
News Arts Réunis,furniture,43.6114275,3.8757508
Wah,estate_agent,43.6113779,3.8759949
Chocolatier Puyricard,confectionery,43.610701,3.8771899
L'Aiguillerie Market,convenience,43.6105251,3.8776412
Yoki Mart,convenience,43.6104982,3.8776117
,doctors,43.6104207,3.8775265
Le Cookie Store,confectionery,43.612147,3.876454
Chez Peng Peng,restaurant,43.6122691,3.876541
Belybent,clothes,43.6123488,3.876586
Franck Coiffeur et Barbier,hairdresser,43.6118326,3.8762753
,doctors,43.610264,3.8773563
Ma Première Cantine,restaurant,43.6100008,3.878191
,vacant,43.6098711,3.8781082
Pinocchio,restaurant,43.6098031,3.8780144
Big Fernand,fast_food,43.6097586,3.8779837
Basic,clothes,43.6103894,3.877494
Ô Mon Vapo,e-cigarette,43.6103473,3.8774451
Billabong,clothes,43.6103107,3.8774046
Chez Sacha,bicycle,43.6126803,3.8766992
L'authentik,restaurant,43.6126892,3.8764655
Li's Raviolis Chinois,restaurant,43.6127604,3.8767352
Le méli mélo,restaurant,43.6143321,3.8772512
Le Petit Moulu,cafe,43.6144197,3.8773091
Le Petit Moulu,coffee,43.6144498,3.8773245
Enjoy tacos,fast_food,43.6158926,3.8746914
Food Trotter,fast_food,43.6164413,3.8746252
Laboratoire d'Analyses Médicales,doctors,43.6162614,3.8748134
L'Appart Beauté,beauty,43.6104112,3.8769085
,doctors,43.6103796,3.8769627
Café Coton,clothes,43.6105552,3.8764136
,doctors,43.6105826,3.8763721
Maison Maguerite,restaurant,43.6106041,3.876087
Le Mignon,fast_food,43.6098191,3.8774979
Pizza Capri,fast_food,43.6098887,3.8773762
SFR,mobile_phone,43.6102378,3.877182
Boutique d'Orange,mobile_phone,43.6103373,3.8770232
Amorino,ice_cream,43.6095731,3.8777827
Casa du Giorgio,restaurant,43.60966,3.8776775
,doctors,43.6097124,3.8775917
Erbé,shoes,43.6097259,3.8775649
Happy Design,gift,43.6097473,3.8775301
Loge n°9,clothes,43.6097169,3.8779435
,cafe,43.610268,3.8765478
Boucherie L'Aveyron,butcher,43.6102464,3.8765907
Ma Cuisine,restaurant,43.6102165,3.8765542
Boucherie chez Pierrot,butcher,43.6101903,3.8765985
Le Comptoir Gourmand,deli,43.6102169,3.8766381
Allo Réparations,mobile_phone,43.610735,3.8761138
The Cup,fast_food,43.6107622,3.8760709
Auto École Pasteur,driving_school,43.6153458,3.8751887
,copyshop,43.615302,3.8753552
Bunka,books,43.6150208,3.8767802
Snack Albert 1er,fast_food,43.6155819,3.8746565
Friss'tyle,hairdresser,43.6149477,3.8771278
,books,43.6151054,3.8772914
Etal Vin Deux,alcohol,43.6101631,3.8767202
La maison Cantaloube,butcher,43.6101146,3.8767141
Charcuterie Virenque,butcher,43.6100758,3.8767762
Coquillage Cantou,seafood,43.6100766,3.8768468
Lou Graillou,restaurant,43.6100479,3.8768083
Les Blés d'Or,bakery,43.6101658,3.8766333
Charcuterie Marc Houlier,butcher,43.6101952,3.8766753
Zadig & Voltaire,clothes,43.6109723,3.8756825
Kristina Popovitch,clothes,43.6109727,3.8754554
Bernard Barrière,jewelry,43.6109845,3.8753332
Bolso,clothes,43.6109935,3.8752346
Kebab Indien,fast_food,43.6151841,3.8772699
,hairdresser,43.6110964,3.8752171
Spazio Dico,clothes,43.6110964,3.875142
Cotélac,clothes,43.6110837,3.8750415
Pala,jewelry,43.6110456,3.8750007
Godot & Fils,money_transfer,43.6110165,3.8749497
,clothes,43.6110262,3.8751522
,kiosk,43.6142908,3.8816111
Optique Philippot,optician,43.6111155,3.8745111
Soleïado,gift,43.6110631,3.874436
Hugo Boss,clothes,43.6110913,3.8738929
Antiquaire,antiques,43.61125,3.8736316
L'épicurieuse,gift,43.611032,3.8747378
Ideal Audition,hearing_aids,43.6110436,3.8746413
Yves Delorme Paris,furniture,43.611065,3.8757288
Chez Toto,restaurant,43.6113126,3.8755498
Aga,gallery,43.6112949,3.8759548
Maison Jaqueline,hairdresser,43.6112694,3.8760054
Franck Deseuste,jewelry,43.6112583,3.8752635
Solar,cosmetics,43.611166,3.875407
Solar,clothes,43.6111379,3.875458
Fixed,jewelry,43.6110952,3.8755183
antiquaire,furniture,43.6113841,3.8741699
Michel Basora,hairdresser,43.6113393,3.8747166
Vues d'Intérieurs,furniture,43.6113284,3.8747759
2A Coiffure,hairdresser,43.6134837,3.8771264
lami coffee,cafe,43.6135765,3.8771668
Les Copains dʼAlbert,cafe,43.6152873,3.8745597
,convenience,43.615198,3.8745351
O'Sakifo,fast_food,43.6127511,3.8768959
Kristeliz,hairdresser,43.6130129,3.8769781
the copper bar,doctors,43.6129211,3.876965
Peng Peng Tea,cafe,43.6133283,3.8770888
Art'F'Act,tattoo,43.6126521,3.8769495
Juice Bar,cafe,43.6127084,3.8768691
Cheezy pizza,fast_food,43.6121341,3.8765723
New Puces,clothes,43.6122026,3.8766046
La Buvette,restaurant,43.6122539,3.8766327
Les Vignes,restaurant,43.6117729,3.8770498
LM Coiffure,hairdresser,43.6118966,3.8766079
Retrofutur,clothes,43.6119919,3.8764754
Flash Back Vintage,clothes,43.6120871,3.8765457
Casting,clothes,43.6112296,3.8760443
Esprit Vin,cafe,43.6111538,3.8761891
La Ruche des Pains,bakery,43.6151552,3.8745282
L'Orange Bleue,fast_food,43.6151106,3.8745201
Smoky,fast_food,43.6148003,3.8744478
,games,43.6148682,3.8766078
The Globe Market,convenience,43.6143574,3.8801019
Divergence FM 93.9Mhz,studio,43.6148342,3.8767432
Conduite Center,driving_school,43.6145957,3.8792982
Namo Massage,massage,43.6144295,3.8742955
Planètes Interdites,books,43.6104413,3.8775492
Tout à 2€,variety_store,43.6099431,3.8772769
Gino,restaurant,43.6101376,3.8766809
Les Marie,cheese,43.610143,3.8767554
Bruno,driving_school,43.615097,3.8754112
Arsenic,jewelry,43.6117118,3.8789342
Metropolitan,interior_decoration,43.6106886,3.8773548
Le Moine Copiste,copyshop,43.6152344,3.8747807
Dragon Miam Miam,fast_food,43.610103,3.8768131
Kilostock,clothes,43.6120504,3.8765194
Atelier Triptyque,tattoo,43.6126191,3.876853
Stylograf,copyshop,43.6132729,3.8770698
La Boîte à Musique,music,43.6113648,3.8745395
Aiguelongue Gourmet,deli,43.6297028,3.8856804
Le Pétrin d'Amandin,bakery,43.6301154,3.8852253
Ambiance Pêche 34,fishing,43.67683,4.1171003
Saint-Georges-d'Orques,post_office,43.6104204,3.7846744
Cyrpeo,bicycle,43.6758522,4.1289188
CM Coiffure,hairdresser,43.6029613,3.8746137
,recycling,43.6390262,3.8506512
Total,fuel,43.6062776,3.8376518
Thisan,convenience,43.5375802,3.9594908
Hôtel du Midi,hotel,43.5359972,3.9555355
Le Tahiti,kiosk,43.5364132,3.9574126
Hôtel Restaurant le Grand Large,restaurant,43.5385042,3.9613702
Vival,convenience,43.5308132,3.9400903
Tabac Presse de la Mer,newsagent,43.5406784,3.9663433
Hôtel de la Plage,hotel,43.5333077,3.9486792
Ma Cabane en Bois,fast_food,43.5329545,3.9485326
,recycling,43.5383336,3.961702
,recycling,43.5435309,3.969143
Laverie Multiservices,laundry,43.4492975,3.6134072
Pharmacie De Loupian,pharmacy,43.448886,3.613548
Chez Marie épicerie,greengrocer,43.449032,3.613915
Miranove,apartment,43.6002501,3.8956792
Épicerie des Consuls,convenience,43.6005034,3.8954609
Spar,convenience,43.605763,3.891821
Hélios,pharmacy,43.6011958,3.8849834
,beauty,43.6007945,3.884604
Pizza Pierrot,fast_food,43.6263394,3.8898812
Vendargues,post_office,43.6582856,3.968312
,waste_disposal,43.6570608,3.9728915
,charging_station,43.5724658,3.8586178
,social_facility,43.5959584,3.8855869
,artwork,43.6084779,3.8745718
,artwork,43.6092604,3.8768841
,artwork,43.611815,3.8781221
,artwork,43.6115589,3.8778363
Les Alizés,hotel,43.6045934,3.879779
Les deux cyprès jumeaux du Pioch Palat,attraction,43.6472894,3.9755635
,recycling,43.6537268,3.9703658
,dentist,43.6017393,3.8514948
,bench,43.6581619,3.9697084
,atm,43.3184883,3.5470495
,atm,43.3162881,3.5495012
Hôtel Le Richmont,hotel,43.3181827,3.5556127
Pharmacie de la Plage,pharmacy,43.316092,3.5497678
Petit Marché de Richter,convenience,43.602933,3.8986979
100 sushis,restaurant,43.626225,3.8662832
Aiguelongue Pizzeria Montpellier,vending_machine,43.6299779,3.8860169
,restaurant,43.5521708,4.0074527
,toilets,43.5521168,4.0068817
Le Bookshop,books,43.6095972,3.8760563
,vending_machine,43.5269068,3.9269549
Intermarché,fuel,43.5884985,3.889639
,bench,43.7378245,4.1237218
,bench,43.7365126,4.1222207
Via Ferrata de La Roque St Sériès,information,43.7364913,4.1184813
La Roque de Saint-Sériès,viewpoint,43.7378212,4.1236643
Café Marcel,cafe,43.6090889,3.8798153
,atm,43.6106401,3.8988369
-2 Polygone,parking_entrance,43.6095328,3.8856669
Parking Antigone,parking_entrance,43.608909,3.8894335
Polygone -1,parking_entrance,43.6079806,3.8844403
Parking Le Triangle,parking,43.6093053,3.8817184
Chez Solo,fast_food,43.444805,3.6902588
Bar Tabac Los Locos,tobacco,43.5315375,3.8630057
Villeveuve-lès-Maguelone,post_office,43.5319023,3.8606302
O'Sushi gourmand,restaurant,43.5330138,3.8613454
,post_box,43.5318177,3.8605443
,post_box,43.5259906,3.8613393
Police Municipale,police,43.5291131,3.863874
,optician,43.532941,3.861159
Presse des Arcades,newsagent,43.5329221,3.8611009
Pizz'&Love à emporter,fast_food,43.5327658,3.8623487
Pharmacie de l'Abbaye,pharmacy,43.5301834,3.862836
La corbeille des salins,convenience,43.5304748,3.8633768
La Chapelle,restaurant,43.5297709,3.8641492
cave de Villeneuve,alcohol,43.533351,3.864363
Plan de Ville,information,43.5294544,3.864605
Gendarmerie nationale,police,43.5358075,3.858891
Laboratoire d'Analyses de Biologie Médicale,doctors,43.5342455,3.8536061
Boucherie/Charcuterie Charolais,butcher,43.5329662,3.8612211
Centre de kinésitherapie,doctors,43.5341929,3.8530497
Chez Balsan,restaurant,43.5327506,3.8591047
Optique Beau Regards,optician,43.5342557,3.8534608
Irripiscine,swimming_pool,43.5836627,3.922704
Cabinet Kinésithérapie,doctors,43.586764,3.9241187
,post_box,43.5870516,3.924413
Dr Dubois,doctors,43.5877307,3.9194848
,parking_entrance,43.6035095,3.923225
,parking_entrance,43.6057954,3.9229624
ANGELO gelato caffè,ice_cream,43.6073645,3.8765038
Auden Café,cafe,43.607567,3.8763022
La Théière,cafe,43.6667252,4.1761294
Fresh burritos,fast_food,43.6103065,3.8770713
,post_box,43.6393372,3.9245733
,parking,43.530117,3.9400098
Pharmacie de Boisseron,pharmacy,43.7606563,4.0811726
NAILS by THANH,beauty,43.6074986,3.8776272
Il Fornetto,restaurant,43.6072898,3.8892597
,newsagent,43.6483354,3.7968284
Avia,fuel,43.5437009,3.7920362
,parking_entrance,43.6222094,3.8391514
Comédie,taxi,43.6077063,3.8790747
Café Riche,cafe,43.608795,3.8795631
,florist,43.647653,3.7977907
Le Cygory,restaurant,43.6688768,3.8623754
,vacant,43.609695,3.8787964
,recycling,43.609661,3.8786945
Bijouterie Horlogerie Jean Belda,jewelry,43.6095324,3.8786301
Musée Languedocien,museum,43.6095397,3.8791384
,recycling,43.6059089,3.9116202
,post_box,43.6071059,3.9121956
Musée du Train,museum,43.5329771,3.9323636
Centre d’Hébergement pour SDFe et de réadaptation sociale - C.H.R.S. FARE,social_centre,43.637784,3.905217
,recycling,43.6017091,3.7325017
Pizza Gaston,fast_food,43.6834466,3.8636228
Pourquoi pas ?,restaurant,43.6080634,3.8765389
,camp_site,45.8525812,-75.2039864
Épicerie du Monde,convenience,43.6057883,3.8730803
Hommage à Confucius,artwork,43.6309171,3.8611014
La constellation humaine,artwork,43.6202513,3.8181811
CocciMarket,convenience,43.6145972,3.8699915
Centre de loisirs de la maison pour tous Marie Curie,childcare,43.6128509,3.8306121
Caisse d'Épargne,bank,43.5943794,3.8885353
,atm,43.5874437,3.8886852
TotalEnergies,fuel,43.5893474,3.8891386
,bicycle_parking,43.6147435,3.8776768
Le Zinc,social_centre,43.6149863,3.8769746
Louis Blanc,bicycle_rental,43.614645,3.8776294
Spar,convenience,43.6147759,3.8770373
ECF,driving_school,43.6148981,3.8776394
Vélomagg',bicycle_rental,43.5955536,3.8845331
,bicycle_parking,43.6094805,3.8818173
,waste_basket,43.6096301,3.8817748
,bicycle_parking,43.6096004,3.881825
Sandwich K,fast_food,43.6071139,3.8798093
,bicycle_parking,43.5992236,3.8755022
,fountain,43.6065624,3.8757692
Café de la mairie,restaurant,43.6079065,3.8758019
Mi Barrio,bar,43.6080219,3.8758201
Le Toast-Tea,restaurant,43.6089912,3.8763277
Le Times,bar,43.6086521,3.8754151
Halles Castellane,bicycle_rental,43.6099648,3.8772158
,bicycle_parking,43.6103551,3.876534
Renouvier,bicycle_rental,43.60358,3.8678865
,recycling,43.5980592,3.8708738
Mel'rose,bar,43.573371,3.8998553
La Bonne Bouille,restaurant,43.5731922,3.9002743
,restaurant,43.5718566,3.8998838
Pharmacie Port Ariane,pharmacy,43.5735512,3.9006753
Bistrot d'Ariane,restaurant,43.5721579,3.9004216
Les 3 Marches,restaurant,43.5732711,3.9004846
,florist,43.573451,3.8997356
École de Musique,arts_centre,43.5746234,3.8992181
ACD Face à la mer,restaurant,43.3874009,3.6482549
Couleurs d'ici,restaurant,43.5840274,3.8053542
Carrosserie de Lavérune,car_repair,43.5850455,3.8048392
La Ronde des Pains,bakery,43.5840987,3.8049712
Vival,convenience,43.5848084,3.8057351
Irish Tavern,pub,43.616571,3.8795522
Comédie,car_sharing,43.6087212,3.8802495
Cap India Sète,restaurant,43.3978086,3.6960716
Ortholan,bakery,43.5922466,3.8583334
,post_box,43.4457785,3.798978
Plongée Passion,dive_centre,43.4337352,3.7769065
Galzin,bakery,43.4468145,3.6939071
Dyneff,fuel,43.4709704,3.7681652
Restaumarché,restaurant,43.6135722,3.810421
,recycling,43.6579497,3.9213176
,post_box,43.61193,3.8295495
Hôtel Pullman Montpellier Antigone,hotel,43.6077907,3.8855283
,parking,43.3190753,3.5580123
Puces Brocante,fast_food,43.3205115,3.5470636
,bicycle_rental,43.3209155,3.5533707
Le Charlemagne Bar,pub,43.3107523,3.5436631
,parking,43.3237444,3.5481354
,recycling,43.6202745,3.869001
Font Putanelle,fountain,43.6176977,3.8698701
Chambre d'hote “le quartier haut”,guest_house,43.3965132,3.6942143
Total,fuel,43.560679,4.0766986
Effet Mer,restaurant,43.5578628,4.0562278
,toilets,43.5578705,4.0564536
,shower,43.5578608,4.0560026
,shower,43.558121,4.0609918
,toilets,43.5581714,4.063352
,shower,43.5581735,4.0632689
,shower,43.557972,4.066295
,toilets,43.5578061,4.0712596
,shower,43.5578954,4.0697276
,toilets,43.5574657,4.0745552
,shower,43.5577237,4.0728265
,shower,43.5575044,4.0745186
,toilets,43.5569585,4.0784609
,shower,43.556947,4.0785333
,toilets,43.5558561,4.0942118
,shower,43.5560653,4.0922417
,toilets,43.5561819,4.0923038
,shower,43.5553373,4.0963588
,shower,43.5550465,4.0984342
,toilets,43.5548573,4.0995076
,shower,43.5548565,4.0994762
Aa,supermarket,43.5592637,4.0704646
Pharmacie du Couchant,pharmacy,43.5589838,4.0699604
,toilets,43.5610243,4.0698804
La Broche D'Or,fast_food,43.5609722,4.0633408
,post_box,43.5610733,4.063464
Maison Bourianes,bakery,43.5590964,4.070363
Packman,restaurant,43.5610986,4.0632414
D'élicia,restaurant,43.5608852,4.0634354
Bagel House,fast_food,43.6069855,3.8776406
Eni Café & Shop,convenience,43.6181878,3.8435828
Pharmacie Saint-Clément,pharmacy,43.617684,3.8451688
Eni,fuel,43.6182242,3.8437551
La boucherie de Boutonnet,butcher,43.6209888,3.8727278
Passion Primeur,greengrocer,43.6209975,3.8728713
Heng-Lay,restaurant,43.6197606,3.8731958
Drapeau Rouge,bar,43.6198723,3.873173
,toilets,43.3277726,3.5663832
Boulangerie Pâtisserie,bakery,43.620544,3.8729201
Romain Guyon,butcher,43.6201702,3.8730782
Lama Market,convenience,43.6208075,3.8728048
,bench,43.604706,3.7366672
Crédit Agricole,bank,43.5586858,3.8772424
Pizzeria La Casa,fast_food,43.62093,3.8727483
Chic et Cheap,clothes,43.6205805,3.87305
Fleurs du Boutonnet,florist,43.6205847,3.8729002
Lavo-Pressing,laundry,43.6209203,3.8729172
Snob Loundge,fast_food,43.62003,3.873274
Sham Bourak,fast_food,43.6208047,3.8729602
Show Pizza,fast_food,43.6208796,3.8727664
Pharmacie du faubourg Boutonnet,pharmacy,43.6207523,3.8729843
Le Bayon,restaurant,43.6206601,3.8730151
Salon Mixte Arc-en-Ciel,hairdresser,43.6199242,3.8733088
Tabac Presse,tobacco,43.620532,3.8730741
Collège privé Saint-François-Régis,school,43.608848,3.8718481
Murviel Les Montpellier,post_office,43.6061194,3.7362504
,drinking_water,43.6074048,3.731838
,bench,43.6079,3.7315975
Crèche Les jardins de Flore,kindergarten,43.6169005,3.8685024
,recycling,43.6175562,3.8675945
,recycling,43.6057035,3.7426321
Tabac - Presse - Loto,newsagent,43.599003,3.901021
Fresque sur le Baillargues d’antan,artwork,43.660565,4.01428
Baillargues sous la Révolution,artwork,43.661002,4.013679
,toilets,43.530187,3.929883
Magasin multiservice Pôle Sud,convenience,43.7639505,4.0560371
Bibliothèque-Médiathèque de Saussines La Forge,library,43.7640379,4.0550413
,post_box,43.763595,4.055867
,recycling,43.6088158,3.738201
Banque Dupuy de Parseval,bank,43.6755443,3.983503
Pharmacien Giphar,pharmacy,43.675132,3.9832729
Salle La Communale,community_centre,43.6770697,3.9855563
Spar,convenience,43.310239,3.5428378
La Taverne de Savannah,beverages,43.3104536,3.5436169
,atm,43.3091984,3.5422241
Holidays' Bread,bakery,43.3102752,3.5434989
Planet Foot,clothes,43.3110923,3.54415
Les Saveurs d'Eugène,bakery,43.3563071,3.5282863
Musée Noilly Prat,museum,43.3531546,3.5322415
,shower,43.3523124,3.5339956
,toilets,43.3523335,3.5340046
Le Rive Droit,restaurant,43.3535602,3.5316397
,bakery,43.3543932,3.5294166
Pharmacie Bastide,pharmacy,43.3558703,3.528231
Pharmacie Terrisse-Magnabal,pharmacy,43.3561399,3.5280483
Spar,convenience,43.3561339,3.528352
,hairdresser,43.3546813,3.5292305
Les jardins de Thau,greengrocer,43.3555844,3.5269952
Mamamita,cafe,43.3556676,3.5275647
Laverie,laundry,43.5274829,3.9279143
240 Th. Avenue,hairdresser,43.6024836,3.9038901
Gaillard Boulangerie,bakery,43.6026779,3.904609
,vacant,43.6026961,3.9048065
Les Jardins de Volubilis,convenience,43.6216623,3.8446364
Boulangerie Jajounette,bakery,43.6214453,3.8477112
Barber Shop,hairdresser,43.6218707,3.8461916
Al Andalous,convenience,43.6219365,3.8459827
Salon Élégance,hairdresser,43.6218913,3.844984
Seven Fruits,greengrocer,43.6216416,3.8469477
Presse Ravas,newsagent,43.6218095,3.8463898
Snack Rif,fast_food,43.6219054,3.8460792
Caisse d'Épargne,bank,43.6226085,3.8448079
Fournil Cévenol,bakery,43.6218474,3.8462935
Point Chaud,convenience,43.621261,3.8443892
Les Cévennes,cafe,43.6215134,3.8474469
Vogue studio,beauty,43.6227388,3.8446103
Bazar Oriental,furniture,43.6217874,3.8464994
Maison de quartier Jean-Pierre Chabrol,community_centre,43.621888,3.8458743
Côté Zen,beauty,43.5862948,3.8574324
Si Bon Si Proche,deli,43.6056836,3.8733414
Antirouille,nightclub,43.6053973,3.8759357
Ibis Budget Montpellier Centre Millenaire,hotel,43.6104859,3.9058522
,vacant,43.5952737,3.8883616
Société Générale,bank,43.6053524,3.8747323
Cabesto Montagne,outdoor,43.6052511,3.8742008
Argon,hifi,43.6050991,3.875596
Triskell 4,bar,43.6128912,3.8756953
,artwork,43.399619,3.696277
,artwork,43.399802,3.696244
,artwork,43.401395,3.693926
,artwork,43.401742,3.693693
,artwork,43.402075,3.695459
Le métis,artwork,43.402428,3.696288
FlashInformatik,computer,43.4034511,3.6582806
,parking_entrance,43.4057389,3.70059
,parking_entrance,43.406361,3.700479
,post_box,43.6299787,3.8853985
Banette,bakery,43.6724875,4.1356632
Lavomatic Casino,laundry,43.649081,3.8319776
Pharmacie de la Valsière,pharmacy,43.6480566,3.831818
Auchan,fuel,43.6484642,3.8318399
Les Pains De Mila,bakery,43.5964862,3.8361376
Maison Franny,bakery,43.6493302,3.8324801
La Banque Postale,atm,43.6177499,3.8448012
Montpellier Saint-Clément,post_office,43.6178508,3.8446966
,atm,43.6119499,3.839583
Total Access Celleneuve,fuel,43.6103144,3.8392056
Feu Vert Montpellier,car_repair,43.6103317,3.8394153
La Terrasse de Candolle,restaurant,43.6132165,3.875665
Observatoire ornithologique,viewpoint,43.5435102,3.9057819
La Vie Saine,convenience,43.6065996,3.87506
Naturalia,convenience,43.6057679,3.8752726
Parc Zoologique de Montpellier,information,43.6414407,3.8785786
,waste_basket,43.6414982,3.8786977
,waste_basket,43.6421955,3.8814315
,bench,43.6422834,3.8771116
,bench,43.6422939,3.8826913
Parc Zoologique de Montpellier,information,43.6423083,3.8829068
Parc Zoologique de Montpellier,information,43.6434736,3.8851026
,waste_basket,43.6434416,3.885
Parc zoologique de Montpellier,information,43.6437036,3.8827658
,bench,43.6438497,3.8823701
,waste_basket,43.6442578,3.8815065
,recycling,43.6053388,3.9060651
,recycling,43.5792377,3.7543028
